Ano;Território;Modalidade de ensino;Taxa de retenção e desistência no ensino secunário, em todos os anos de escolaridade;Desemprego registado nos centros de emprego (para menores de 25 anos)
2009.0;Lourinhã_Município;Total;15.6;173.4
2009.0;Lousã_Município;Cursos gerais;23.6;119.5
2009.0;Lousã_Município;Cursos Tecnológicos e Profissionais;27.4;119.5
2009.0;Lousã_Município;Total;24.9;119.5
2009.0;Lousada_Município;Cursos gerais;25.8;415.3
2009.0;Lousada_Município;Cursos Tecnológicos e Profissionais;7.9;415.3
2009.0;Lousada_Município;Total;21.6;415.3
2009.0;Mação_Município;Cursos gerais;24.7;21.6
2009.0;Mação_Município;Cursos Tecnológicos e Profissionais;17.8;21.6
2009.0;Mação_Município;Total;22.1;21.6
2009.0;Macedo de Cavaleiros_Município;Cursos gerais;22.5;101.4
2009.0;Macedo de Cavaleiros_Município;Cursos Tecnológicos e Profissionais;21.3;101.4
2009.0;Macedo de Cavaleiros_Município;Total;22.3;101.4
2009.0;Machico_Município;Cursos gerais;;
2009.0;Machico_Município;Cursos Tecnológicos e Profissionais;;
2009.0;Machico_Município;Total;;
2009.0;Madalena_Município;Cursos gerais;;
2009.0;Madalena_Município;Cursos Tecnológicos e Profissionais;;
2009.0;Madalena_Município;Total;;
2009.0;Mafra_Município;Cursos gerais;22.2;339.4
2009.0;Mafra_Município;Cursos Tecnológicos e Profissionais;16.6;339.4
2009.0;Mafra_Município;Total;20.4;339.4
2009.0;Maia_Município;Cursos gerais;23.5;877.1
2009.0;Maia_Município;Cursos Tecnológicos e Profissionais;17.5;877.1
2009.0;Maia_Município;Total;21.6;877.1
2009.0;Mangualde_Município;Cursos gerais;17.5;200.3
2009.0;Mangualde_Município;Cursos Tecnológicos e Profissionais;14.8;200.3
2009.0;Mangualde_Município;Total;16.6;200.3
2009.0;Manteigas_Município;Cursos gerais;19.5;12.8
2009.0;Manteigas_Município;Cursos Tecnológicos e Profissionais;4.4;12.8
2009.0;Manteigas_Município;Total;12.4;12.8
2009.0;Marco de Canaveses_Município;Cursos gerais;17.6;531.6
2009.0;Marco de Canaveses_Município;Cursos Tecnológicos e Profissionais;7.6;531.6
2009.0;Marco de Canaveses_Município;Total;14.2;531.6
2009.0;Marinha Grande_Município;Cursos gerais;17.5;223.7
2009.0;Marinha Grande_Município;Cursos Tecnológicos e Profissionais;10.0;223.7
2009.0;Marinha Grande_Município;Total;14.2;223.7
2009.0;Marvão_Município;Cursos gerais;;12.1
2009.0;Marvão_Município;Cursos Tecnológicos e Profissionais;;12.1
2009.0;Marvão_Município;Total;;12.1
2009.0;Matosinhos_Município;Cursos gerais;25.1;772.7
2009.0;Matosinhos_Município;Cursos Tecnológicos e Profissionais;13.1;772.7
2009.0;Matosinhos_Município;Total;21.2;772.7
2009.0;Mealhada_Município;Cursos gerais;27.2;118.6
2009.0;Mealhada_Município;Cursos Tecnológicos e Profissionais;6.9;118.6
2009.0;Mealhada_Município;Total;16.4;118.6
2009.0;Mêda_Município;Cursos gerais;24.7;20.2
2009.0;Mêda_Município;Cursos Tecnológicos e Profissionais;23.1;20.2
2009.0;Mêda_Município;Total;24.1;20.2
2009.0;Melgaço_Município;Cursos gerais;24.3;30.3
2009.0;Melgaço_Município;Cursos Tecnológicos e Profissionais;9.9;30.3
2009.0;Melgaço_Município;Total;17.6;30.3
2009.0;Mértola_Município;Cursos gerais;26.2;34.5
2009.0;Mértola_Município;Cursos Tecnológicos e Profissionais;5.2;34.5
2009.0;Mértola_Município;Total;12.8;34.5
2009.0;Mesão Frio_Município;Cursos gerais;24.0;62.3
2009.0;Mesão Frio_Município;Cursos Tecnológicos e Profissionais;7.5;62.3
2009.0;Mesão Frio_Município;Total;15.5;62.3
2009.0;Mira_Município;Cursos gerais;22.1;79.3
2009.0;Mira_Município;Cursos Tecnológicos e Profissionais;25.0;79.3
2009.0;Mira_Município;Total;23.5;79.3
2009.0;Miranda do Corvo_Município;Cursos gerais;22.7;85.2
2009.0;Miranda do Corvo_Município;Cursos Tecnológicos e Profissionais;11.1;85.2
2009.0;Miranda do Corvo_Município;Total;21.3;85.2
2009.0;Miranda do Douro_Município;Cursos gerais;24.8;30.8
2009.0;Miranda do Douro_Município;Cursos Tecnológicos e Profissionais;0.0;30.8
2009.0;Miranda do Douro_Município;Total;19.9;30.8
2009.0;Mirandela_Município;Cursos gerais;24.8;152.3
2009.0;Mirandela_Município;Cursos Tecnológicos e Profissionais;7.9;152.3
2009.0;Mirandela_Município;Total;18.9;152.3
2009.0;Mogadouro_Município;Cursos gerais;37.2;47.8
2009.0;Mogadouro_Município;Cursos Tecnológicos e Profissionais;12.5;47.8
2009.0;Mogadouro_Município;Total;35.3;47.8
2009.0;Moimenta da Beira_Município;Cursos gerais;13.0;72.4
2009.0;Moimenta da Beira_Município;Cursos Tecnológicos e Profissionais;22.0;72.4
2009.0;Moimenta da Beira_Município;Total;17.1;72.4
2009.0;Moita_Município;Cursos gerais;31.2;462.2
2009.0;Moita_Município;Cursos Tecnológicos e Profissionais;16.4;462.2
2009.0;Moita_Município;Total;24.8;462.2
2009.0;Monção_Município;Cursos gerais;14.6;92.3
2009.0;Monção_Município;Cursos Tecnológicos e Profissionais;9.5;92.3
2009.0;Monção_Município;Total;12.4;92.3
2009.0;Monchique_Município;Cursos gerais;;31.8
2009.0;Monchique_Município;Cursos Tecnológicos e Profissionais;;31.8
2009.0;Monchique_Município;Total;;31.8
2009.0;Mondim de Basto_Município;Cursos gerais;24.1;72.1
2009.0;Mondim de Basto_Município;Cursos Tecnológicos e Profissionais;9.4;72.1
2009.0;Mondim de Basto_Município;Total;19.8;72.1
2009.0;Monforte_Município;Cursos gerais;;36.3
2009.0;Monforte_Município;Cursos Tecnológicos e Profissionais;;36.3
2009.0;Monforte_Município;Total;;36.3
2009.0;Montalegre_Município;Cursos gerais;19.9;32.8
2009.0;Montalegre_Município;Cursos Tecnológicos e Profissionais;7.4;32.8
2009.0;Montalegre_Município;Total;14.9;32.8
2009.0;Montemor-o-Novo_Município;Cursos gerais;26.2;88.8
2009.0;Montemor-o-Novo_Município;Cursos Tecnológicos e Profissionais;22.2;88.8
2009.0;Montemor-o-Novo_Município;Total;24.7;88.8
2009.0;Montemor-o-Velho_Município;Cursos gerais;6.4;153.5
2009.0;Montemor-o-Velho_Município;Cursos Tecnológicos e Profissionais;9.8;153.5
2009.0;Montemor-o-Velho_Município;Total;8.4;153.5
2009.0;Montijo_Município;Cursos gerais;23.9;230.9
2009.0;Montijo_Município;Cursos Tecnológicos e Profissionais;16.6;230.9
2009.0;Montijo_Município;Total;20.8;230.9
2009.0;Mora_Município;Cursos gerais;40.0;25.5
2009.0;Mora_Município;Cursos Tecnológicos e Profissionais;26.3;25.5
2009.0;Mora_Município;Total;35.4;25.5
2009.0;Mortágua_Município;Cursos gerais;18.5;26.7
2009.0;Mortágua_Município;Cursos Tecnológicos e Profissionais;11.4;26.7
2009.0;Mortágua_Município;Total;14.9;26.7
2009.0;Moura_Município;Cursos gerais;21.3;143.6
2009.0;Moura_Município;Cursos Tecnológicos e Profissionais;13.7;143.6
2009.0;Moura_Município;Total;17.7;143.6
2009.0;Mourão_Município;Cursos gerais;;19.3
2009.0;Mourão_Município;Cursos Tecnológicos e Profissionais;;19.3
2009.0;Mourão_Município;Total;;19.3
2009.0;Murça_Município;Cursos gerais;14.4;43.1
2009.0;Murça_Município;Cursos Tecnológicos e Profissionais;14.0;43.1
2009.0;Murça_Município;Total;14.2;43.1
2009.0;Murtosa_Município;Cursos gerais;10.0;67.5
2009.0;Murtosa_Município;Cursos Tecnológicos e Profissionais;0.0;67.5
2009.0;Murtosa_Município;Total;4.8;67.5
2009.0;Nazaré_Município;Cursos gerais;24.4;117.3
2009.0;Nazaré_Município;Cursos Tecnológicos e Profissionais;22.1;117.3
2009.0;Nazaré_Município;Total;23.8;117.3
2009.0;Nelas_Município;Cursos gerais;25.0;122.3
2009.0;Nelas_Município;Cursos Tecnológicos e Profissionais;17.7;122.3
2009.0;Nelas_Município;Total;22.7;122.3
2009.0;Nisa_Município;Cursos gerais;22.9;29.4
2009.0;Nisa_Município;Cursos Tecnológicos e Profissionais;18.8;29.4
2009.0;Nisa_Município;Total;20.0;29.4
2009.0;Nordeste_Município;Cursos gerais;;
2009.0;Nordeste_Município;Cursos Tecnológicos e Profissionais;;
2009.0;Nordeste_Município;Total;;
2009.0;Óbidos_Município;Cursos gerais;22.6;66.7
2009.0;Óbidos_Município;Cursos Tecnológicos e Profissionais;17.9;66.7
2009.0;Óbidos_Município;Total;20.8;66.7
2009.0;Odemira_Município;Cursos gerais;15.7;153.6
2009.0;Odemira_Município;Cursos Tecnológicos e Profissionais;19.0;153.6
2009.0;Odemira_Município;Total;17.4;153.6
2009.0;Odivelas_Município;Cursos gerais;29.8;398.7
2009.0;Odivelas_Município;Cursos Tecnológicos e Profissionais;16.9;398.7
2009.0;Odivelas_Município;Total;26.3;398.7
2009.0;Oeiras_Município;Cursos gerais;22.5;439.2
2009.0;Oeiras_Município;Cursos Tecnológicos e Profissionais;21.0;439.2
2009.0;Oeiras_Município;Total;22.1;439.2
2009.0;Oleiros_Município;Cursos gerais;25.5;22.3
2009.0;Oleiros_Município;Cursos Tecnológicos e Profissionais;;22.3
2009.0;Oleiros_Município;Total;25.5;22.3
2009.0;Olhão_Município;Cursos gerais;12.9;329.5
2009.0;Olhão_Município;Cursos Tecnológicos e Profissionais;15.0;329.5
2009.0;Olhão_Município;Total;13.6;329.5
2009.0;Oliveira de Azeméis_Município;Cursos gerais;14.5;442.8
2009.0;Oliveira de Azeméis_Município;Cursos Tecnológicos e Profissionais;6.4;442.8
2009.0;Oliveira de Azeméis_Município;Total;11.0;442.8
2009.0;Oliveira de Frades_Município;Cursos gerais;17.7;44.8
2009.0;Oliveira de Frades_Município;Cursos Tecnológicos e Profissionais;15.6;44.8
2009.0;Oliveira de Frades_Município;Total;17.0;44.8
2009.0;Oliveira do Bairro_Município;Cursos gerais;16.4;119.4
2009.0;Oliveira do Bairro_Município;Cursos Tecnológicos e Profissionais;10.4;119.4
2009.0;Oliveira do Bairro_Município;Total;14.6;119.4
2009.0;Oliveira do Hospital_Município;Cursos gerais;30.7;126.8
2009.0;Oliveira do Hospital_Município;Cursos Tecnológicos e Profissionais;19.8;126.8
2009.0;Oliveira do Hospital_Município;Total;26.4;126.8
2009.0;Ourém_Município;Cursos gerais;27.4;223.2
2009.0;Ourém_Município;Cursos Tecnológicos e Profissionais;15.0;223.2
2009.0;Ourém_Município;Total;22.0;223.2
2009.0;Ourique_Município;Cursos gerais;32.4;38.8
2009.0;Ourique_Município;Cursos Tecnológicos e Profissionais;5.6;38.8
2009.0;Ourique_Município;Total;26.7;38.8
2009.0;Ovar_Município;Cursos gerais;19.0;492.8
2009.0;Ovar_Município;Cursos Tecnológicos e Profissionais;21.9;492.8
2009.0;Ovar_Município;Total;20.0;492.8
2009.0;Paços de Ferreira_Município;Cursos gerais;17.5;418.5
2009.0;Paços de Ferreira_Município;Cursos Tecnológicos e Profissionais;5.7;418.5
2009.0;Paços de Ferreira_Município;Total;14.4;418.5
2009.0;Palmela_Município;Cursos gerais;23.0;290.4
2009.0;Palmela_Município;Cursos Tecnológicos e Profissionais;18.5;290.4
2009.0;Palmela_Município;Total;22.3;290.4
2009.0;Pampilhosa da Serra_Município;Cursos gerais;;18.2
2009.0;Pampilhosa da Serra_Município;Cursos Tecnológicos e Profissionais;0.0;18.2
2009.0;Pampilhosa da Serra_Município;Total;0.0;18.2
2009.0;Paredes_Município;Cursos gerais;20.7;843.5
2009.0;Paredes_Município;Cursos Tecnológicos e Profissionais;20.0;843.5
2009.0;Paredes_Município;Total;20.5;843.5
2009.0;Paredes de Coura_Município;Cursos gerais;5.9;73.1
2009.0;Paredes de Coura_Município;Cursos Tecnológicos e Profissionais;8.9;73.1
2009.0;Paredes de Coura_Município;Total;7.9;73.1
2009.0;Pedrógão Grande_Município;Cursos gerais;;28.8
2009.0;Pedrógão Grande_Município;Cursos Tecnológicos e Profissionais;19.7;28.8
2009.0;Pedrógão Grande_Município;Total;19.7;28.8
2009.0;Penacova_Município;Cursos gerais;30.1;70.7
2009.0;Penacova_Município;Cursos Tecnológicos e Profissionais;22.7;70.7
2009.0;Penacova_Município;Total;26.5;70.7
2009.0;Penafiel_Município;Cursos gerais;19.8;629.8
2009.0;Penafiel_Município;Cursos Tecnológicos e Profissionais;7.9;629.8
2009.0;Penafiel_Município;Total;17.1;629.8
2009.0;Penalva do Castelo_Município;Cursos gerais;22.4;77.2
2009.0;Penalva do Castelo_Município;Cursos Tecnológicos e Profissionais;2.5;77.2
2009.0;Penalva do Castelo_Município;Total;14.2;77.2
2009.0;Penamacor_Município;Cursos gerais;37.1;18.7
2009.0;Penamacor_Município;Cursos Tecnológicos e Profissionais;8.6;18.7
2009.0;Penamacor_Município;Total;27.6;18.7
2009.0;Penedono_Município;Cursos gerais;;19.1
2009.0;Penedono_Município;Cursos Tecnológicos e Profissionais;;19.1
2009.0;Penedono_Município;Total;;19.1
2009.0;Penela_Município;Cursos gerais;;20.4
2009.0;Penela_Município;Cursos Tecnológicos e Profissionais;7.5;20.4
2009.0;Penela_Município;Total;7.5;20.4
2009.0;Peniche_Município;Cursos gerais;25.6;258.3
2009.0;Peniche_Município;Cursos Tecnológicos e Profissionais;13.0;258.3
2009.0;Peniche_Município;Total;21.7;258.3
2009.0;Peso da Régua_Município;Cursos gerais;23.1;188.0
2009.0;Peso da Régua_Município;Cursos Tecnológicos e Profissionais;14.9;188.0
2009.0;Peso da Régua_Município;Total;19.1;188.0
2009.0;Pinhel_Município;Cursos gerais;34.9;38.2
2009.0;Pinhel_Município;Cursos Tecnológicos e Profissionais;6.5;38.2
2009.0;Pinhel_Município;Total;28.8;38.2
2009.0;Pombal_Município;Cursos gerais;26.5;242.7
2009.0;Pombal_Município;Cursos Tecnológicos e Profissionais;16.7;242.7
2009.0;Pombal_Município;Total;21.8;242.7
2009.0;Ponta Delgada_Município;Cursos gerais;;
2009.0;Ponta Delgada_Município;Cursos Tecnológicos e Profissionais;;
2009.0;Ponta Delgada_Município;Total;;
2009.0;Ponta do Sol_Município;Cursos gerais;;
2009.0;Ponta do Sol_Município;Cursos Tecnológicos e Profissionais;;
2009.0;Ponta do Sol_Município;Total;;
2009.0;Ponte da Barca_Município;Cursos gerais;24.2;107.6
2009.0;Ponte da Barca_Município;Cursos Tecnológicos e Profissionais;9.8;107.6
2009.0;Ponte da Barca_Município;Total;16.8;107.6
2009.0;Ponte de Lima_Município;Cursos gerais;15.9;236.2
2009.0;Ponte de Lima_Município;Cursos Tecnológicos e Profissionais;7.7;236.2
2009.0;Ponte de Lima_Município;Total;12.2;236.2
2009.0;Ponte de Sor_Município;Cursos gerais;11.8;167.7
2009.0;Ponte de Sor_Município;Cursos Tecnológicos e Profissionais;5.7;167.7
2009.0;Ponte de Sor_Município;Total;9.2;167.7
2009.0;Portalegre_Município;Cursos gerais;20.0;226.8
2009.0;Portalegre_Município;Cursos Tecnológicos e Profissionais;18.0;226.8
2009.0;Portalegre_Município;Total;19.5;226.8
2009.0;Portel_Município;Cursos gerais;;49.9
2009.0;Portel_Município;Cursos Tecnológicos e Profissionais;3.3;49.9
2009.0;Portel_Município;Total;3.3;49.9
2009.0;Portimão_Município;Cursos gerais;24.9;415.7
2009.0;Portimão_Município;Cursos Tecnológicos e Profissionais;19.1;415.7
2009.0;Portimão_Município;Total;22.4;415.7
2009.0;Porto_Município;Cursos gerais;16.7;1763.1
2009.0;Porto_Município;Cursos Tecnológicos e Profissionais;17.7;1763.1
2009.0;Porto_Município;Total;17.1;1763.1
2009.0;Porto de Mós_Município;Cursos gerais;14.1;117.1
2009.0;Porto de Mós_Município;Cursos Tecnológicos e Profissionais;14.9;117.1
2009.0;Porto de Mós_Município;Total;14.4;117.1
2009.0;Porto Moniz_Município;Cursos gerais;;
2009.0;Porto Moniz_Município;Cursos Tecnológicos e Profissionais;;
2009.0;Porto Moniz_Município;Total;;
2009.0;Porto Santo_Município;Cursos gerais;;
2009.0;Porto Santo_Município;Cursos Tecnológicos e Profissionais;;
2009.0;Porto Santo_Município;Total;;
2009.0;Póvoa de Lanhoso_Município;Cursos gerais;26.2;157.3
2009.0;Póvoa de Lanhoso_Município;Cursos Tecnológicos e Profissionais;11.2;157.3
2009.0;Póvoa de Lanhoso_Município;Total;19.5;157.3
2009.0;Póvoa de Varzim_Município;Cursos gerais;13.0;546.7
2009.0;Póvoa de Varzim_Município;Cursos Tecnológicos e Profissionais;16.3;546.7
2009.0;Póvoa de Varzim_Município;Total;14.0;546.7
2009.0;Povoação_Município;Cursos gerais;;
2009.0;Povoação_Município;Cursos Tecnológicos e Profissionais;;
2009.0;Povoação_Município;Total;;
2009.0;Proença-a-Nova_Município;Cursos gerais;18.6;31.6
2009.0;Proença-a-Nova_Município;Cursos Tecnológicos e Profissionais;5.3;31.6
2009.0;Proença-a-Nova_Município;Total;17.3;31.6
2009.0;Redondo_Município;Cursos gerais;21.7;60.8
2009.0;Redondo_Município;Cursos Tecnológicos e Profissionais;30.6;60.8
2009.0;Redondo_Município;Total;25.7;60.8
2009.0;Reguengos de Monsaraz_Município;Cursos gerais;23.9;117.9
2009.0;Reguengos de Monsaraz_Município;Cursos Tecnológicos e Profissionais;15.7;117.9
2009.0;Reguengos de Monsaraz_Município;Total;21.4;117.9
2009.0;Resende_Município;Cursos gerais;18.1;126.2
2009.0;Resende_Município;Cursos Tecnológicos e Profissionais;7.0;126.2
2009.0;Resende_Município;Total;14.9;126.2
2009.0;Ribeira Brava_Município;Cursos gerais;;
2009.0;Ribeira Brava_Município;Cursos Tecnológicos e Profissionais;;
2009.0;Ribeira Brava_Município;Total;;
2009.0;Ribeira de Pena_Município;Cursos gerais;38.6;85.4
2009.0;Ribeira de Pena_Município;Cursos Tecnológicos e Profissionais;12.5;85.4
2009.0;Ribeira de Pena_Município;Total;30.1;85.4
2009.0;Ribeira Grande_Município;Cursos gerais;;
2009.0;Ribeira Grande_Município;Cursos Tecnológicos e Profissionais;;
2009.0;Ribeira Grande_Município;Total;;
2009.0;Rio Maior_Município;Cursos gerais;20.9;87.7
2009.0;Rio Maior_Município;Cursos Tecnológicos e Profissionais;11.0;87.7
2009.0;Rio Maior_Município;Total;16.1;87.7
2009.0;Sabrosa_Município;Cursos gerais;31.4;47.3
2009.0;Sabrosa_Município;Cursos Tecnológicos e Profissionais;11.1;47.3
2009.0;Sabrosa_Município;Total;24.4;47.3
2009.0;Sabugal_Município;Cursos gerais;23.0;44.0
2009.0;Sabugal_Município;Cursos Tecnológicos e Profissionais;1.3;44.0
2009.0;Sabugal_Município;Total;14.4;44.0
2009.0;Salvaterra de Magos_Município;Cursos gerais;32.8;177.3
2009.0;Salvaterra de Magos_Município;Cursos Tecnológicos e Profissionais;12.8;177.3
2009.0;Salvaterra de Magos_Município;Total;22.7;177.3
2009.0;Santa Comba Dão_Município;Cursos gerais;20.2;52.2
2009.0;Santa Comba Dão_Município;Cursos Tecnológicos e Profissionais;23.3;52.2
2009.0;Santa Comba Dão_Município;Total;21.4;52.2
2009.0;Santa Cruz_Município;Cursos gerais;;
2009.0;Santa Cruz_Município;Cursos Tecnológicos e Profissionais;;
2009.0;Santa Cruz_Município;Total;;
2009.0;Santa Cruz da Graciosa_Município;Cursos gerais;;
2009.0;Santa Cruz da Graciosa_Município;Cursos Tecnológicos e Profissionais;;
2009.0;Santa Cruz da Graciosa_Município;Total;;
2009.0;Santa Cruz das Flores_Município;Cursos gerais;;
2009.0;Santa Cruz das Flores_Município;Cursos Tecnológicos e Profissionais;;
2009.0;Santa Cruz das Flores_Município;Total;;
2009.0;Santa Maria da Feira_Município;Cursos gerais;16.9;1076.2
2009.0;Santa Maria da Feira_Município;Cursos Tecnológicos e Profissionais;17.1;1076.2
2009.0;Santa Maria da Feira_Município;Total;17.0;1076.2
2009.0;Santa Marta de Penaguião_Município;Cursos gerais;;64.4
2009.0;Santa Marta de Penaguião_Município;Cursos Tecnológicos e Profissionais;;64.4
2009.0;Santa Marta de Penaguião_Município;Total;;64.4
2009.0;Santana_Município;Cursos gerais;;
2009.0;Santana_Município;Cursos Tecnológicos e Profissionais;;
2009.0;Santana_Município;Total;;
2009.0;Santarém_Município;Cursos gerais;15.1;269.7
2009.0;Santarém_Município;Cursos Tecnológicos e Profissionais;11.8;269.7
2009.0;Santarém_Município;Total;13.6;269.7
2009.0;Santiago do Cacém_Município;Cursos gerais;14.7;179.2
2009.0;Santiago do Cacém_Município;Cursos Tecnológicos e Profissionais;20.8;179.2
2009.0;Santiago do Cacém_Município;Total;16.7;179.2
2009.0;Santo Tirso_Município;Cursos gerais;18.4;862.8
2009.0;Santo Tirso_Município;Cursos Tecnológicos e Profissionais;12.5;862.8
2009.0;Santo Tirso_Município;Total;15.3;862.8
2009.0;São Brás de Alportel_Município;Cursos gerais;12.8;46.9
2009.0;São Brás de Alportel_Município;Cursos Tecnológicos e Profissionais;8.1;46.9
2009.0;São Brás de Alportel_Município;Total;10.6;46.9
2009.0;São João da Madeira_Município;Cursos gerais;17.4;181.0
2009.0;São João da Madeira_Município;Cursos Tecnológicos e Profissionais;4.0;181.0
2009.0;São João da Madeira_Município;Total;12.4;181.0
2009.0;São João da Pesqueira_Município;Cursos gerais;25.3;48.2
2009.0;São João da Pesqueira_Município;Cursos Tecnológicos e Profissionais;5.8;48.2
2009.0;São João da Pesqueira_Município;Total;16.8;48.2
2009.0;São Pedro do Sul_Município;Cursos gerais;17.3;104.4
2009.0;São Pedro do Sul_Município;Cursos Tecnológicos e Profissionais;9.9;104.4
2009.0;São Pedro do Sul_Município;Total;13.6;104.4
2009.0;São Roque do Pico_Município;Cursos gerais;;
2009.0;São Roque do Pico_Município;Cursos Tecnológicos e Profissionais;;
2009.0;São Roque do Pico_Município;Total;;
2009.0;São Vicente_Município;Cursos gerais;;
2009.0;São Vicente_Município;Cursos Tecnológicos e Profissionais;;
2009.0;São Vicente_Município;Total;;
2009.0;Sardoal_Município;Cursos gerais;11.3;26.8
2009.0;Sardoal_Município;Cursos Tecnológicos e Profissionais;6.5;26.8
2009.0;Sardoal_Município;Total;8.7;26.8
2009.0;Sátão_Município;Cursos gerais;15.1;101.8
2009.0;Sátão_Município;Cursos Tecnológicos e Profissionais;11.0;101.8
2009.0;Sátão_Município;Total;14.0;101.8
2009.0;Seia_Município;Cursos gerais;13.2;221.3
2009.0;Seia_Município;Cursos Tecnológicos e Profissionais;10.2;221.3
